,qubit_num,qubit_freq,rabi_freq,anharmonicity,N_levles,p_drag,ramp_length_ns,sample_rate,detuning_scan,max_pop_up,max_pop_down
68,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,34.5,3.14910450160372e-14,3.21345485151057e-14
69,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,35.0,1.7588351265014386e-14,2.267044316913099e-14
70,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,35.5,2.290929159148517e-14,1.8702667675965697e-14
71,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,36.0,1.4060172617715553e-14,3.791450856089304e-14
72,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,36.5,1.4874883295726764e-14,2.4676890241489622e-14
73,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,37.0,2.0906856039303317e-14,3.060333532473977e-14
74,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,37.5,2.0087028996129458e-14,5.986445780970965e-14
75,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,38.0,2.6676138796454775e-14,5.0301612023477975e-14
76,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,38.5,2.0015189235926872e-14,6.579364168806052e-14
77,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,39.0,1.6857180704346018e-14,5.68689589772963e-14
78,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,39.5,2.219323106471373e-14,3.0790277885185916e-14
79,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,40.0,2.2041875905568913e-14,2.013383231298145e-14
80,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,40.5,2.6818917468722014e-14,2.5598801624891383e-14
81,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,41.0,3.75535759079863e-14,3.207101427173892e-14
82,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,41.50000000000001,2.1935774533053997e-14,2.2505256778013912e-14
83,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,42.0,1.5952607812284084e-14,2.4284071587591493e-14
84,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,42.5,6.25298282674484e-14,6.008706292578636e-14
85,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,43.0,3.329084356937268e-14,1.7476876057305976e-14
86,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,43.5,1.3944977128052232e-14,3.963080470899703e-14
87,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,43.99999999999999,2.5370869587500207e-14,2.5218622747330494e-14
88,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,44.5,8.118541772624628e-14,2.7825082877084864e-14
89,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,45.0,2.5396471667473077e-14,1.59653933524456e-14
90,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,45.5,7.853102921213755e-14,6.244922682260233e-14
91,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,46.0,1.238622983322048e-14,1.859904169017733e-14
92,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,46.49999999999999,2.020746277716026e-14,3.995952588331299e-14
93,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,47.0,3.2807049249725944e-14,3.9283752949470194e-14
94,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,47.5,1.6520727536151463e-14,2.533882414940435e-14
95,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,48.0,3.277729179046913e-14,3.453571053618725e-14
96,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,48.5,3.8517225885259024e-14,9.213952736332548e-14
97,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,49.0,1.629941131896381e-14,2.3646527393670492e-14
98,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,49.50000000000001,2.2789742859746516e-14,4.186286931407232e-14
99,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,50.0,5.936310885607354e-14,4.594427284724552e-14
100,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,50.5,1.7903731094760927e-14,2.1215717915039088e-14
101,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,51.0,3.197466514883547e-14,3.9406251378561644e-14
102,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,51.5,3.776371182262843e-14,6.64101371835803e-14
103,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,52.00000000000001,1.7421817547686906e-13,2.879927337075882e-14
104,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,52.5,1.5750234071634788e-14,6.883682065373096e-14
105,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,53.0,1.5852633997997324e-14,2.953417873159264e-14
106,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,53.5,1.9175302345170602e-14,2.013002460054777e-14
107,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,54.0,1.6901284006060665e-14,3.0550946562115094e-14
108,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,54.49999999999999,1.941167567098331e-14,4.932628241657559e-14
109,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,55.0,2.5751163424792696e-14,1.9167727395702747e-14
110,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,55.5,3.7365466611305486e-14,2.325503463613573e-14
111,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,56.0,2.4434840354724688e-14,2.2900555106761794e-14
112,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,56.5,2.8170195829820978e-14,3.683957898728367e-14
113,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,57.0,3.484858529395195e-14,2.425902225188878e-14
114,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,57.50000000000001,2.272142197512177e-14,2.5768172979928092e-14
115,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,58.0,1.901997295900827e-14,2.2442333058216767e-14
116,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,58.5,2.1586152211070414e-14,2.934906986534491e-14
117,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,59.0,1.808049029077001e-14,2.7648034874508876e-14
118,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,59.5,2.7324860590885636e-14,6.03977456394534e-14
119,5,4329.841502057613,90.0,210.64300411522674,10,-16,200,2000,59.99999999999999,3.9537717168214486e-14,2.4575437578183735e-14
